Date,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG,CO,NO,NO2,O3
9-Nov-18,16.2,19.7,13.6,69.2,80,61,1019.5,1020.4,1018.4,0,5.2,NE,32.2,0.4,44.4,46.4,15.3
10-Nov-18,15.8,19.6,12.2,67.6,83,52,1019.5,1020.6,1018.3,0,4.6,NE,19.3,0.3,48.9,47.7,16.1
11-Nov-18,15.8,20,11.8,68.5,80,56,1022.8,1025.6,1020.5,0,4.2,NNE,20.9,0.3,52,43.5,19
12-Nov-18,15.5,19.9,11.2,69.2,84,53,1026.7,1027.9,1025.3,0,3.2,NNE,29,0.4,64.8,54.9,11.8
13-Nov-18,15.8,18,12.7,61.1,77,48,1026.4,1028,1024.8,0,11.4,NNE,48.3,0.2,42.8,46.7,23.7
14-Nov-18,15,17.9,13.2,65.4,73,54,1023,1025.1,1021.4,0,7.1,NE,35.4,0.3,36,37,28.8
15-Nov-18,14.5,17.6,12.1,64.2,73,48,1021.3,1022.7,1020,0,8,NE,37,0.3,36.6,37.1,28.7
16-Nov-18,12.6,13.6,11.9,63,71,56,1023.1,1024.2,1021.6,0.4,8.8,NE,33.8,0.3,37.5,39.4,22.4
17-Nov-18,12.2,13.4,10.3,77.6,86,70,1021,1021.7,1020.3,7.6,9.4,NE,32.2,0.2,30.1,28.9,21.5
18-Nov-18,13.5,16.7,11.4,86.7,91,77,1014.1,1020.4,1009.4,19.8,5,NE,30.6,0.4,62.8,33.2,12.8
19-Nov-18,17,21.1,13.7,80.5,91,58,1013.3,1018.2,1008.5,0.8,1.9,NNE,17.7,0.6,105.1,35.4,15.9
20-Nov-18,16.9,20,13.1,85.9,93,77,1017.2,1019.2,1013,0.4,1.8,NE,16.1,1.1,139.8,38.7,7.5
21-Nov-18,17.8,22.1,13.8,75.4,91,57,1012.7,1014.3,1011.4,4.6,2.8,W,27.4,0.6,60.8,48.6,17.1
22-Nov-18,15.8,19.3,13.1,71.4,83,58,1017,1020.7,1013.7,0,5.2,NE,29,0.5,72,43.1,11.1
23-Nov-18,13.8,16.6,12.1,71.8,77,64,1023.5,1025.8,1020.7,0,9.7,NE,33.8,0.3,40.7,33.9,21.3
24-Nov-18,12.9,16.5,10.7,68,78,53,1024.5,1025.8,1022.9,0,5,NNE,25.7,0.4,48.7,41.4,19.2
25-Nov-18,14.9,17.7,10,79.4,89,69,1018.7,1023,1012,3,3.9,S,29,0.6,79.2,35.2,20
26-Nov-18,18.5,20.1,16.3,77.5,90,62,1009.8,1011.9,1008.2,4.4,6.1,SSW,33.8,0.1,24.2,26.8,38.5
27-Nov-18,18.5,19.8,16.3,79.6,86,64,1007.2,1009.9,1005.3,0,6.4,SSW,38.6,0.1,22.3,29.6,36.7
28-Nov-18,16.5,19.8,12.4,66.4,82,49,1007.9,1012.9,1005.7,0,4.6,NE,43.5,0.2,38.3,42.3,23.9
29-Nov-18,10.1,12.5,8.4,72.5,82,67,1018.3,1020.8,1012.9,0,20.4,NE,59.5,0.1,28.8,22.5,26.8
30-Nov-18,8.8,10.6,6.9,74.1,78,67,1020.7,1022.4,1019.2,0.2,10.2,NNE,46.7,0.3,40.3,39.3,20.9
1-Dec-18,9.7,12.9,5.1,70.2,87,54,1022.1,1023.2,1021.4,0,3.2,NE,17.7,0.5,62.5,51.2,10.5
2-Dec-18,11.1,12.4,9.5,69.8,76,64,1021,1022.1,1019.8,0,4.4,NE,22.5,0.3,32.4,41.2,18.5
3-Dec-18,11.1,15.7,6.6,68.3,82,53,1017.5,1020,1014.8,0,1.9,NE,16.1,0.7,96.8,58.5,10.2
4-Dec-18,11.3,16.2,6.7,72,87,49,1013,1014.8,1011,0,1.5,NNE,11.3,0.7,90.3,58.2,8.3
5-Dec-18,12.7,16.4,8.4,67.2,83,56,1015.9,1018.6,1012.7,0,3.8,NE,32.2,0.4,52.9,54,11.5
6-Dec-18,9.6,12.3,8.1,71.5,84,54,1021.3,1023.2,1018.3,0.8,9.7,NE,40.2,0.2,27.6,33.5,24.5
7-Dec-18,9.3,12.9,6.7,66.3,77,50,1022.8,1024.9,1019.9,0,6.5,NE,29,0.8,54.8,45.4,23.7
8-Dec-18,10.9,15.5,4.4,72.5,85,58,1016.8,1020.2,1013.6,0,2.3,NE,19.3,1.3,135.2,61.8,12.2
9-Dec-18,14.6,18.8,11,68.2,86,48,1011.2,1013.6,1010.1,0,5.4,W,32.2,0.9,78.4,42.5,26.7
10-Dec-18,12.9,15.8,10.7,64.8,84,47,1007,1011.2,1003,3,3.3,W,25.7,0.5,48.2,46,24.6
11-Dec-18,9.5,12.3,6.7,70.3,86,48,1013.8,1016.9,1010.9,5.8,2.2,NNE,12.9,0.6,40.6,49.6,13.6
12-Dec-18,8.6,12.8,5.3,64.1,82,42,1020.3,1022.5,1017,0,1.9,N,19.3,1,92.4,56.7,13.1
13-Dec-18,8.7,9.6,6.8,82.9,87,75,1019.6,1022.2,1017.6,12,4,NNE,22.5,1.2,109.6,60.5,3.8
14-Dec-18,13.6,16.4,9.6,84.9,91,76,1018.5,1019.7,1017.7,1,1.8,NNE,19.3,1.7,152.7,62.1,3.8
15-Dec-18,16.7,19.3,12.4,73.6,88,61,1015.4,1017.9,1011.9,9.2,4.3,S,30.6,0.5,38.7,45.9,21.2
16-Dec-18,13.7,17.6,11.6,78,89,62,1012.2,1014.5,1010.8,5,2.2,NNE,12.9,0.6,41.9,53,20.6
17-Dec-18,11.7,15.8,9.2,71.9,88,45,1015.5,1017,1013.6,6.6,1.6,NNE,22.5,1,99.3,54.2,9.2
18-Dec-18,10.4,11.7,8.7,78.3,90,72,1014.4,1018.5,1010.8,10.2,6.9,NNE,45.1,0.5,37.5,38.5,15.7
19-Dec-18,9.1,10.7,8.3,72.4,78,65,1022.8,1026.5,1018,0.2,6.2,NNE,32.2,0.6,34.4,34.4,14
20-Dec-18,9.8,12.5,7.8,73.5,82,63,1027.6,1028.8,1026.4,0,2.6,NE,16.1,0.8,56.6,41.3,12.3
21-Dec-18,10.7,14.6,6.9,77.3,87,64,1028.3,1029.9,1026.9,0,1.5,NNE,12.9,1.4,134.3,54.5,6.4
22-Dec-18,12.8,17.2,7.5,73.3,89,57,1023.9,1026.8,1021.4,0.2,3.6,WSW,27.4,1.3,139.8,45.5,20.9
23-Dec-18,13.1,19.2,8.6,68.4,85,43,1023,1025.1,1021.2,0,1.8,E,12.9,1.4,130.5,57.8,10.6
24-Dec-18,13,17.5,8,77.4,90,58,1018.6,1024.8,1013.6,0,2.2,SSW,16.1,1.5,145.1,52.3,9.2
25-Dec-18,9.6,14.8,6.6,77,84,68,1017.4,1022.7,1012.7,12,5.2,NE,30.6,0.4,32.4,35.2,16.4
26-Dec-18,6.3,8.3,3.7,64.6,77,55,1024.6,1026.4,1022.5,0,7,NE,41.8,0.4,21.5,29.4,28.7
27-Dec-18,7.7,10.6,3.9,61.8,76,52,1024.9,1026.3,1023.3,0,2.6,NNE,24.1,0.7,59.2,55,11.2
28-Dec-18,8.8,12.3,6.3,70.2,81,55,1023.6,1026.1,1020.9,0,1.2,SW,11.3,1.1,95.2,59.2,11.2
29-Dec-18,10.7,15.6,5.1,63.7,85,47,1021.4,1023.5,1019.8,0,2.2,NE,19.3,1.6,165.7,62,7.7
30-Dec-18,10.7,11.9,9.9,64.4,74,54,1022.4,1023.8,1021.5,0,3,NNE,17.7,0.6,40.9,47.6,12.7
31-Dec-18,9.5,10.8,8.3,75.2,86,67,1017.7,1021.9,1012.7,12,10.5,NE,38.6,0.6,36.8,40.8,17.8
1-Jan-19,8.6,9.4,7.8,77,84,71,1015.2,1017,1012.1,5,15.9,NE,51.5,0.2,23,26.9,37.8
2-Jan-19,7.6,9.4,5.2,73.1,82,65,1012.8,1015.5,1010.8,0,2.1,NNE,17.7,0.8,80.1,50.7,13.7
3-Jan-19,6.4,8.4,4.4,77.4,87,72,1008.2,1014.8,1003.4,11.6,6.4,NE,33.8,0.5,44.8,38.7,19.6
4-Jan-19,6,9.3,3.4,78.1,92,61,1016.9,1019.1,1014.7,9.2,3.4,NNE,22.5,0.7,68.2,48.8,9.4
5-Jan-19,4,7.6,1.8,69.5,86,54,1014.8,1016.5,1013.2,0,3.2,NNE,20.9,0.4,31.5,44.6,17.9
6-Jan-19,5.5,9.2,1.3,52.1,66,33,1013.4,1015.6,1011.8,0,3.5,W,30.6,0.3,24.9,43,27
7-Jan-19,4.8,7.7,1.9,61.9,79,49,1018.1,1021.3,1015.6,0,6.4,NE,32.2,0.4,26.6,38.9,30.1
8-Jan-19,2.7,6.2,-0.1,67.8,86,48,1020.7,1023,1018.1,0.4,3,NNE,24.1,0.7,63.1,41.5,26.4
9-Jan-19,8.3,13.7,0.8,78.3,88,65,1011.4,1018.2,1006.2,1.2,5.9,SSW,43.5,1.1,123.4,47.4,23.3
10-Jan-19,14,16.1,11.1,70.6,88,58,1008.6,1012.9,1006.1,0.2,8.3,SSW,37,0.2,12.9,24.8,50.8
11-Jan-19,11.9,14.1,9.9,74.5,90,61,1013.7,1015.5,1012,16.8,2.4,ESE,22.5,0.6,54,58.2,22
12-Jan-19,7.9,10,6.6,80.5,91,74,1009.9,1012,1008.3,13.8,7.2,NE,33.8,0.4,33.3,44.8,20.8
13-Jan-19,8.6,11.7,4.1,68.6,83,53,1009.8,1012.1,1006.9,0,2.1,W,14.5,0.6,38.4,47.6,19.3
14-Jan-19,9.9,12.7,7.1,74.1,87,59,1003.5,1006.9,1000.1,1.2,2.3,ENE,30.6,0.8,73,54.6,11.1
15-Jan-19,7.3,9.8,3.7,58.6,81,39,1005.7,1015.4,999.2,1.4,9.7,NNE,48.3,0.4,22.8,35.3,36.3
16-Jan-19,7.1,11.8,3,49.6,76,34,1019.9,1022,1015.5,0,4.8,NE,40.2,0.5,39.6,41.4,34.9
17-Jan-19,8.7,14.1,3.1,70.8,84,49,1021.2,1022.8,1020.2,0,1.8,ENE,16.1,1.3,146.4,67.2,12.7
18-Jan-19,10.3,15.1,6.1,73.4,87,53,1019.5,1020.6,1018.5,0,2.3,SSW,20.9,1.3,146.7,67.7,13.3
19-Jan-19,10.9,14.2,6.4,78.7,88,65,1019,1020.4,1018.1,0,1.4,SSE,14.5,1.6,178.3,70.4,7.2
20-Jan-19,12,15.8,9.1,79.4,89,64,1016.8,1018.6,1015.1,3,2.7,SSW,25.7,0.5,36.2,43,23.7
21-Jan-19,11.7,15.7,7.4,77.8,91,62,1016.4,1018.1,1014.9,0.2,1.8,N,16.1,1,97.8,51.8,11
22-Jan-19,13,15.6,8.9,81.9,90,73,1013.9,1017.7,1009.5,0,5.3,SSW,32.2,0.7,79.2,41.8,26.9
23-Jan-19,13.7,16.1,10.9,80,90,67,1004.4,1010.1,997.9,8.8,7.1,S,40.2,0.4,34,35.8,36
24-Jan-19,12.5,15.4,9.4,75,88,52,998.4,1001.1,996.1,5.8,4.7,S,56.3,0.3,34.5,41.4,37.1
25-Jan-19,12.3,15.3,10.5,79.8,92,64,996.1,1000.5,992.8,34.2,10.8,S,46.7,0.2,19.5,29.8,50.1
26-Jan-19,11.9,14.1,9,74.4,85,62,998.9,1004.7,992.8,0.2,3.5,W,38.6,0.4,24.8,39.8,38.6
27-Jan-19,11.1,15.3,7.2,70.6,84,50,1008.6,1011.2,1004.9,0,2.2,SSW,19.3,0.8,67.9,51.5,18.5
28-Jan-19,12.2,15.2,7.2,77.6,90,59,1008.9,1010.5,1007.5,0,5.3,SSW,32.2,1.1,115.9,43.2,25.7
29-Jan-19,14.9,16.8,12.3,70.4,82,53,1005.6,1008.1,1002.4,0.4,9.7,S,38.6,0.3,14.6,25.6,57.4
30-Jan-19,12.9,15.8,10.4,72.1,87,59,1002.6,1006.3,1000.2,4,3.9,SW,38.6,0.4,36.8,46.2,33.3
31-Jan-19,11.1,14.7,8.4,71.9,88,51,1008.6,1015.9,1004.5,3.4,4.9,W,38.6,0.4,56.1,42.6,33.8
1-Feb-19,12.7,16.6,9.3,67.9,81,53,1018.4,1019.8,1016,0,2.4,SW,17.7,0.8,101.3,58.6,27.6
2-Feb-19,12.7,16.4,8.2,80.4,87,65,1018.9,1020,1018.2,0,3.5,SSW,25.7,1.3,151,53.3,21.3
3-Feb-19,14.9,18.7,11.1,78.6,91,65,1018.3,1019.3,1017.1,0,3.7,E,29,0.9,84,55.1,15.3
4-Feb-19,15.1,17.4,13.1,76.3,87,62,1018.4,1019.5,1016.8,0,3.9,NE,22.5,0.7,62.4,48,17.6
5-Feb-19,15.4,19.1,11.9,68.5,88,51,1012.8,1017.9,1004.3,19.8,12.6,NE,48.3,0.5,28.8,43.8,33
6-Feb-19,10.8,13.8,9.1,82.3,89,70,1011.7,1014.6,1005.3,25,6.9,NE,32.2,0.4,31.5,48.4,30.4
7-Feb-19,9.7,10.9,8.2,77.1,86,71,1016.6,1018.8,1014.2,0.2,13.6,NE,46.7,0.4,30.5,30.9,28
8-Feb-19,8.9,12,6.9,69.7,78,58,1019.2,1020.9,1017.5,0,3.4,NNE,29,0.5,28,41.3,25.8
9-Feb-19,8.2,11.1,4.7,74.5,85,65,1021.7,1023.1,1020.2,0,3.3,NE,20.9,0.8,72.1,52,12.1
10-Feb-19,9.7,13.8,4.8,76.9,88,61,1022.4,1024.3,1019.9,0,2,S,17.7,1.1,113,49.4,16.4
11-Feb-19,13.5,16,9.9,68.1,80,56,1015.7,1020,1010.7,0,5.7,SSW,37,0.3,15.7,36.8,45.5
12-Feb-19,12.8,15.7,9,65.1,82,51,1013.4,1017,1009.9,0,4.9,NE,37,0.3,21.3,38.2,40.7
13-Feb-19,7,9,6.1,71,78,62,1018.3,1020.8,1016.6,1.2,11.9,NE,45.1,0.3,27.1,32,30.4
14-Feb-19,8.6,10.8,6.3,57.8,76,42,1021.2,1022.1,1019.8,0,15.4,NNE,59.5,0.4,29,35.8,38.3
15-Feb-19,6.5,8.7,5.4,75.5,82,62,1021.9,1023.4,1020.6,6.4,9.5,NNE,40.2,0.4,32,43.5,29.5
16-Feb-19,7.3,8.6,6,71.5,78,66,1025.6,1027.2,1023,0.2,10.9,NE,46.7,0.4,36.1,43.8,31.6
17-Feb-19,8.6,12,4.7,64.5,81,50,1026.1,1027.5,1025,0,4.3,NE,29,0.5,37,49.7,26.5
18-Feb-19,9.7,15.9,3.8,69.4,84,44,1024.4,1025.6,1023.1,0,2,ESE,17.7,1.2,146.8,76,13.3
19-Feb-19,10.6,16.3,4.9,71.5,88,44,1022.6,1024,1021.3,0,1.7,SSW,16.1,1.3,161.8,71.6,12.3
20-Feb-19,11.1,16.8,5.9,76.8,89,58,1020.9,1021.8,1019.7,0.2,1.7,S,14.5,1.2,144.9,68,16.5
21-Feb-19,12.2,18.2,6.3,64.8,90,39,1022.9,1023.9,1021.3,0,3.1,NE,22.5,1.1,125.6,69.4,18.7
22-Feb-19,11.7,15.5,6.3,74.2,85,49,1017.8,1023.5,1013.4,2.8,3.1,SSW,22.5,0.8,103.1,62.4,28
23-Feb-19,6.5,9.9,3.6,79,84,74,1017.7,1023.8,1012.4,3.2,19.1,NE,72.4,0.3,29.9,39.2,36.5
24-Feb-19,4.2,5.3,3.3,74.4,82,69,1026.5,1027.6,1023.8,0.2,23.2,NE,61.2,0.2,20,21.3,48.2
25-Feb-19,5.9,8.7,3.9,70.6,79,61,1023.1,1026.9,1020.6,0,12.1,NE,49.9,0.3,22.6,31.3,38.8
26-Feb-19,9.6,14.4,5.4,59.8,73,42,1017.5,1021,1012.8,0,5.4,NE,37,0.5,39.5,42.3,38.2
27-Feb-19,9.4,11.7,6.8,61.9,75,46,1017.3,1021.2,1012.8,0,9.4,NNE,51.5,0.5,32.5,46.9,38.2
28-Feb-19,9.9,13.3,6.3,61.6,79,46,1018.9,1021.8,1015.3,0,4,SW,24.1,0.3,18.6,42.8,40
1-Mar-19,12.6,17.8,6.6,64.2,83,42,1012.6,1015.3,1010,0,3.7,SSW,22.5,0.5,31.6,57.5,30.8
2-Mar-19,13.6,18.9,8.4,67.8,85,42,1009.2,1013,1007.2,0,4.1,SW,22.5,0.4,25,53.9,38.2
3-Mar-19,12.2,15.9,9.8,63.2,74,52,1017.1,1019.5,1012.9,0,6.4,NE,32.2,0.3,21.3,41,38.3
4-Mar-19,11.3,15.6,7.1,62.8,79,47,1017.8,1019.9,1016,0,2.9,S,19.3,0.4,42.6,54.5,36
5-Mar-19,13.2,17.4,7.7,68.2,86,47,1016.6,1018.6,1015.2,0,3.8,SSW,25.7,0.6,55.6,57.5,33
6-Mar-19,15.5,20.4,11.2,65,82,48,1020.7,1023.4,1018.1,0,3.3,SW,20.9,0.4,28.7,55.7,41.1
7-Mar-19,14.5,19.7,9.4,71.9,89,47,1023.4,1024.3,1022.5,0,2.3,SSW,17.7,0.6,68.2,63.5,25.3
8-Mar-19,14.4,19.7,9.6,72.7,89,45,1022.9,1023.7,1021.8,0.2,2.4,SW,17.7,0.8,82.2,64.9,22.9
9-Mar-19,15.1,19.8,10.2,61.6,79,41,1023.4,1025.1,1022.3,0,4,SSW,24.1,0.4,37.8,61.8,27.9
10-Mar-19,17,24.1,10.7,55.1,79,27,1021,1023.4,1017.5,0,4.2,SW,25.7,0.3,17.4,43,44.5
11-Mar-19,17.2,21.8,14.2,55.4,68,39,1013.8,1017.4,1010.9,0,6.5,SW,35.4,0.1,9.2,22.7,65.9
12-Mar-19,14.7,17.3,10.7,73.5,83,61,1005.7,1010.7,1002.7,0.6,6.8,S,35.4,0.3,24.8,34.9,40.2
13-Mar-19,9.4,11.4,6.5,70.8,85,61,1011.7,1016.5,1004.1,4.4,8.6,NNE,56.3,0.3,21.7,36,41.3
14-Mar-19,10.5,14.7,5.3,72,87,53,1011.5,1015.8,1006.1,9,4.4,SW,25.7,0.4,40.7,43.4,34
15-Mar-19,9.9,11.9,7.1,76.2,89,66,1010.8,1015.5,1006.5,12.6,2.9,WNW,19.3,0.4,27.6,45.1,31.5
16-Mar-19,13.4,19.3,5.8,60,83,35,1017.4,1018.9,1015.4,0,4,SW,37,0.7,64.6,53.3,32.2
17-Mar-19,14.9,20.3,8.7,64,86,40,1018.4,1019.8,1017.2,0,3,SSE,22.5,0.7,58.3,54.3,36.5
18-Mar-19,14.7,19.4,9.5,70.4,88,49,1016.7,1017.7,1015.4,0,3,SSE,17.7,0.7,58.5,46.6,30.5
19-Mar-19,14.5,19.2,9.5,71.7,88,53,1017.5,1019.5,1015.7,0,2.4,SW,17.7,0.5,37.3,48.5,36.8
20-Mar-19,15.1,18.2,10.6,68.9,83,56,1021,1023.6,1018.8,0,7.8,NNE,35.4,0.7,61.8,47.4,23.4
21-Mar-19,14.6,17.3,12.4,50.3,67,39,1024.6,1026.2,1022.4,0,16.4,NNE,59.5,0.4,21.3,34.3,55.4
22-Mar-19,13.4,16.3,11.2,53.1,61,47,1024.9,1027.1,1022.8,0,13.2,NE,51.5,0.5,23.8,37.4,51
23-Mar-19,14.7,18.2,10.5,50.4,62,41,1020.1,1022.8,1018.7,0,12.2,NE,46.7,0.4,25.7,44.1,52.3
24-Mar-19,13.6,16.3,10.7,46.1,63,36,1019.8,1021.2,1018.2,0,9.8,NNE,35.4,0.4,22.2,39.3,53.9
25-Mar-19,14.2,19.3,7.7,49.6,77,26,1014.1,1018.2,1010,0,3,SW,19.3,0.4,18.5,44.1,59.5
26-Mar-19,15.2,21.2,10.3,63.5,80,42,1011.6,1016.3,1009.1,0,2.6,N,19.3,0.7,54.3,63.6,34.5
27-Mar-19,14.3,17.7,10.8,62.9,81,51,1019.7,1021.6,1016.1,0,8.3,NE,35.4,0.7,42.4,50.3,31.8
28-Mar-19,11.7,13.2,9.7,62.2,70,51,1019.7,1021.3,1018.5,0,15.3,NE,49.9,0.4,22.1,34.8,53
29-Mar-19,10.8,13.2,9.5,52.7,59,44,1019,1020.3,1018.1,0,21.4,NE,64.4,0.3,21.3,29.3,62.9
30-Mar-19,11.3,13.3,8.7,46.5,55,34,1016.8,1019.1,1014.2,0,16.9,NNE,56.3,0.4,23,35.3,61.5
31-Mar-19,13.3,16.1,10.8,46,55,37,1013.7,1014.7,1012.6,0,11.1,NNE,51.5,0.3,21.5,37.7,57
1-Apr-19,15.4,18.7,11.2,46.3,58,35,1013.9,1015.5,1012.6,0,7.8,NNE,37,0.5,28,50,44.5
2-Apr-19,15.6,19.6,11.5,46.5,56,32,1016.1,1017.4,1014.6,0,11.9,NE,48.3,0.5,25.5,47.3,55.3
3-Apr-19,14.2,18.2,11,45.5,56,40,1016.3,1017.5,1015.1,0,7.5,NE,37,0.5,23.6,48.1,55.9
4-Apr-19,13.9,17.9,10.7,57.8,74,41,1015.8,1017.3,1014.7,0,5.4,NNE,29,0.4,19.9,46,59.7
5-Apr-19,14.2,17.1,10.7,70.8,87,55,1012.4,1015.4,1006.7,5.4,3.9,N,24.1,0.6,32.2,48.7,48.7
6-Apr-19,13.6,14.7,12.7,83.8,89,78,1006,1008.4,1004.1,10.6,8.5,NE,54.7,0.4,22.9,40.5,45.2
7-Apr-19,15.2,19.3,10.9,72.4,87,56,1009.5,1011,1007.8,1,3.4,SW,24.1,0.3,14,40.8,57.8
8-Apr-19,13.3,15.4,11.4,84.6,90,75,1004.7,1008.7,1001.9,31.8,3.5,SSW,29,0.3,19.8,47,38.8
9-Apr-19,14.3,16.6,12.6,66.7,80,57,1003.3,1005.2,1001.5,0.2,9.1,W,49.9,0.2,11.2,29.8,71.3
10-Apr-19,16.3,20.4,13.2,64.6,80,52,1007.5,1010.9,1004.8,0.2,6.6,W,37,0.2,12.4,31.8,63
11-Apr-19,17.1,20.7,13.2,62.3,77,44,1012.2,1013.5,1010.4,0.2,3.9,SSW,25.7,0.3,15.3,35.7,61.6
12-Apr-19,15.1,19.1,12.3,79.1,88,62,1012.8,1014.8,1011.2,16.4,2.6,W,24.1,0.4,28.5,53.4,30.4
13-Apr-19,13.3,15.3,10.3,77.5,90,67,1011.5,1013,1010.1,4.6,2,NNE,17.7,0.6,43.1,62.3,23.8
14-Apr-19,14.2,18.6,9.1,75.4,92,54,1011,1012.6,1009.9,0.2,2.6,SSW,24.1,0.8,74,44.7,37.5
15-Apr-19,13.2,17.1,10.5,79.4,89,60,1012.2,1014,1010.8,36.4,3.8,WNW,30.6,0.5,33.3,53.5,26.6
16-Apr-19,13.8,17.4,10,61.1,90,45,1016.9,1018.4,1013.7,0,7.8,NE,45.1,0.5,27.8,43.2,47.7
17-Apr-19,13.6,18.7,8.9,72.9,85,55,1017.3,1018.3,1016.3,7,2.4,N,25.7,0.7,66.3,56,25.1
18-Apr-19,13.7,17.2,9.9,63.1,86,45,1020.8,1023.9,1017.8,0.2,5.7,NE,30.6,0.7,57.2,57.4,31.8
19-Apr-19,13.8,18.1,10.7,58.9,75,38,1023.9,1025.6,1022.4,0,5.7,NE,32.2,0.5,32,50.3,40.2
20-Apr-19,12.9,16.2,10,62.6,86,51,1024.8,1027.7,1022,0.8,8.3,NE,33.8,0.5,37.1,52.4,38.5
21-Apr-19,13.4,17.6,8,55.3,75,39,1024.5,1027,1022.2,0,3.6,N,22.5,0.4,19.8,45.3,57.3
22-Apr-19,14.5,18.2,8.8,50.9,78,31,1021.7,1023,1019.7,0,2.7,NNE,16.1,0.5,43.3,57.2,43.2
23-Apr-19,16,19.1,11.6,59.3,72,38,1022.2,1024.2,1020.3,0,2.4,NNE,20.9,0.6,43,71,34.4
24-Apr-19,17.2,20.4,14,66.9,81,48,1023.3,1025.3,1021.5,0,2.1,SW,19.3,0.7,53,78.6,18.4
25-Apr-19,17.6,22,12.5,68.6,84,49,1022.4,1024.2,1020.3,0,2.5,SW,19.3,0.8,69.9,71.3,17.6
26-Apr-19,19.2,23.5,14.3,69.7,86,55,1018.9,1020.5,1016.6,0,2.4,SSW,17.7,0.5,34.1,56.9,38.1
27-Apr-19,20.2,25.8,14.3,62.8,87,41,1014.2,1016.5,1012.1,0,2.6,SW,22.5,0.5,47.1,50.4,32.4
28-Apr-19,19.6,23.8,15.6,70.3,87,51,1012.6,1013.5,1011.4,0,3.4,SW,29,0.5,37.9,56.4,7.3
29-Apr-19,19.2,23.4,14.7,60,91,35,1012,1013.2,1010.8,0,4.1,SW,24.1,0,0,0,0
30-Apr-19,18.7,22.1,14.1,56.9,77,47,1011.2,1012.4,1010.1,0,4.4,SSW,25.7,0,0,0,0
1-May-19,17.1,22.1,12.7,51.9,70,30,1011.3,1012.3,1010.4,0,3.6,W,30.6,0,0,0,0
2-May-19,17.3,21.8,11.2,58,78,37,1012,1013.5,1010.7,0,3.9,SSW,25.7,0,0,0,0
3-May-19,18.6,22.6,13,60.6,81,43,1013.6,1015,1011.9,0,4.3,SSW,27.4,0.3,10.8,31.5,76.4
4-May-19,16.5,17.4,15,72,80,61,1010.4,1012.6,1006.6,1.2,3.1,SSW,27.4,0.3,20.6,49.5,48.5
5-May-19,18.9,24.4,14.1,70.3,85,46,1005.7,1007.7,1004.2,0,7.2,SSW,46.7,0.3,17.7,37.3,62.5
6-May-19,18,22.8,14.3,60.7,83,34,1007.7,1010.2,1005.5,0,6.3,W,35.4,0.2,17,32.4,61.8
7-May-19,16.8,21.1,13.7,54.7,68,39,1012,1014.9,1009.9,0,6.5,W,41.8,0.2,11.4,26,71.5
8-May-19,16.6,20.6,13.9,59,71,45,1015.9,1016.7,1014.8,0,3.8,SSW,25.7,0.3,26.5,41.1,53.2
9-May-19,17.2,20.3,13.3,65.5,77,52,1012.8,1015,1009.7,0,4.8,SSW,29,0.3,29.6,43.2,50.5
10-May-19,19,22.9,16.1,63.6,87,49,1009.9,1012,1008.7,0,4.4,W,22.5,0.3,12.8,33.8,49.3
11-May-19,18.8,22.7,15.3,74.3,87,60,1015.3,1017.7,1011.9,0,3.4,SW,24.1,0.3,28.4,38.5,20.5
12-May-19,19.5,23.8,14.9,66.9,86,50,1016,1017.4,1013.2,0,3.4,SSW,29,0.4,24.4,36.3,20.4
13-May-19,19.6,23,17.2,60.5,71,47,1013.3,1015,1010.7,0,2.9,SW,17.7,0.4,26.3,51.2,16.6
14-May-19,19,22.4,15.8,68.3,81,54,1010.2,1011.2,1009.4,0.4,3.8,S,30.6,0.4,31,49.3,16.5
15-May-19,18.4,21.9,14.8,65.8,86,45,1010.2,1011.1,1009.2,0,3.2,SSW,24.1,0.4,25.9,46.2,17.6
16-May-19,18.7,22.8,13.8,65.2,85,50,1009,1010,1007.9,0,3.8,SSW,25.7,0.3,25.6,40.3,20.7
17-May-19,18.7,24.3,14.4,70,87,52,1008.5,1009.9,1007.1,0.6,2.5,SSW,24.1,0.5,34.1,56.5,18.3
18-May-19,20.9,25.3,14.4,60.9,87,45,1010.6,1011.9,1009.2,0,3.4,SSW,25.7,0.5,38.8,44.2,19.1
19-May-19,21.4,25.2,17.6,57,79,40,1010.1,1011.8,1008.4,0,3.8,SW,25.7,0.4,21.3,43.4,24
20-May-19,20.2,23.7,16.8,69.9,88,57,1012.4,1014.6,1009.2,0,2.2,SSW,19.3,0.4,23.9,55,18.8
21-May-19,21.8,25.5,17.6,59.1,88,40,1013.6,1014.3,1012.3,0,2.8,SW,22.5,0.4,37.1,50.3,18.6
22-May-19,21.3,26.6,15.8,51,70,33,1013.9,1015.8,1011.9,0,2.4,S,17.7,0.5,48.5,66.1,13.3
23-May-19,22,26.3,18.2,53.9,68,40,1010.5,1012.6,1008.5,0,4.1,SSW,22.5,0.4,23.5,46.8,23.5
24-May-19,21.8,25.9,18.3,54.3,70,40,1010.3,1012.5,1008.5,0,4,W,24.1,0.3,15.6,37.1,28.4
25-May-19,21.9,26.2,17,56.5,77,42,1014.3,1016.3,1012.1,0,4.3,SSW,24.1,0.3,15.1,35.9,27.9
